what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765619482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765620685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765621216
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765622339
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765622667
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765623603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765624180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765625412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765627253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765628283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765628766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765629811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765630155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765630966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765632246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765633325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765634105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765634729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765635556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765636102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765637147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765638037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765638551
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436765734256
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436765738874
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765740044
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436765741151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1436765741697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765744786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765750997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765751496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765751543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765751574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765753244
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436765897195
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436765899941
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436765900409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1436765900877
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436765902297
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436765902765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1436765903155
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436765904232
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436765904809
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1436765905386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765906886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436766006472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436766161723
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436766166422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436766168669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766182901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436766183712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436766186115
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1436766205200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1436766209537
started,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1436766210270
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1436766212688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436766223926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436766355801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436766370679
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436766373237
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436766373300
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436766375031
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436766380242
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1436766382431
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436766388346
error,log,,,"PHPCore plugin internal error",1436766394165
error,log,,,"PHPCore plugin internal error",1436766504423
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1436766516203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436766522771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436766527997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767184228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767199495
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436767206721
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436767211053
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1436767228361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436767231849
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436767281891
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436767294871
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1436767296634
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436767323614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767338810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767349220
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436767565764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436767569087
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436767771073
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1436767772258
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436767788785
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1436767789393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767831615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767832301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436767832582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768122041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768761220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768766992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768767291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768854518
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436768943965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436768945509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436768986188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769022975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769259028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769260089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769266906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769267421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769267530
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769268560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769269044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436769269498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769271869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769272166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769272743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769272868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436769275972
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1436769282276
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436769285648
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436769445223
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436769447079
error,log,,,"PHPCore plugin internal error",1436769546713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769610189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769700176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769735086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769884111
error,log,,,"PHPCore plugin internal error",1436769908641
error,log,,,"PHPCore plugin internal error",1436769908688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769967467
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436769970961
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436770793031
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436770796963
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436770798275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436770803782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436770806465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436771024118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436771026790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436771036259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436771040096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775162200
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775167570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775226655
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775248425
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1436775251207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775257182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775461459
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775464267
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775464704
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1436775469747
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775482511
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1436775484336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775547169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775626976
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775632239
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436775632379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436775723169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436775724348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436776142022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436776246510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436777856240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436777929358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436778079672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436778093545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436778922700
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1436779094901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436779096523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779100563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779101718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779102014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779103999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779104623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779105653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779105949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779107603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779108211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779108804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779109087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779111973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779112254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779113237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779113533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779115748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779116247
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779117402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779117683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779119773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779120290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779121163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779121460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779123693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779124176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779125003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779125299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779127031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779129433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779135194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779135513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779138149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779139101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779143393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779145358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779146778
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779149024
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779155300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779155332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779174916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779187993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779189443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779189740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779197971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779313138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779313279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779314761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779424925
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779450863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779537310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436779593923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780338226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780340153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780347547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780349934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780388420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780594046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780914303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780916331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436780928519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781224724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781228208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781229190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781233293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781377430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781518409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781518996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436781734841
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781747359
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781747359
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781748887
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781749371
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781751633
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781751929
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781752335
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781752694
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781753367
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781753819
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781754147
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781754490
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436781754771
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1436781756019
