what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765382152
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765427346
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436765428813
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1436765428844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765474487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765480277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436765554231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765556711
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765559131
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765559381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765559537
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1436765559786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1436765561487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765604335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765605099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765614053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765614631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765615691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765616191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765617142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765617579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1436765618921
